Play,Genre,Year,Playwright,Act & Scene,Character ,Gender ,Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 2, S 3",Asdrubal,Male,The curse of womens wordes go vvith you:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 2, S 3",Carthalo,Male,"More shame, T'out liue thy virtue and thy once great name.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 2, S 3",Asdrubal,Male,"To be a prosperous villane yet some heate some hold But to burne temples and yet freese, O cold,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 2, S 3",Asdrubal,Male,"Giue me some health, now your bloud sinkes",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 2, S 3",Asdrubal,Male,"thus deedes Ill nourisht rot, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"Know Syphax has no knees, his eyes no teares,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"rest calme as sleepe, Els at this quake,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"off with thy loathed armes That lye more heauy on me then the chaines, That weare deepe wrinckles in the captiues limbes",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"Be but a beast,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,yeelde to him To whome fate yeeldes,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,my strong blood boiles.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"All appetite is deafe,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,Achilles armour could not beare out lust.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,Loues strongest arme's not rude:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,clip him that through blood And hell acquir's his Wish,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,The florish fore loues fight is Venus blisse.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"As I do wish to liue I long to inioy, Your warme imbrace,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"To faithfull care Kinges bounty hath no shore,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"tis no staine, The God of seruice is howeuer gaine.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Zanthia,Female,Nature at home beginnes;,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"O steddye powers Keepe him as safe as heauen keepes the earth, Which lookes vpon it with a thousand eyes,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Zanthia,Female,His most iust heart ,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Zanthia,Female,such a virtue as the Gods might enuy,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,such slaues once trust Whet swords to make thine own blood lick the dust.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,I not invoake thy arme thou God of sound,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"O brightest femall of the sky, Thrice modest Phoebe, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,you [Phoebe] that iointly fit To you corruptles Hunny and pure dewe Vpbreathes our holy fier.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"if drops of withered eyes Bee not your sport, bee iust:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,all that I crave Is but chast life or an vntainted graue.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"yet hath my constant toung Let fall no weakenes, tho'my heart were wrung VVith pangus worth hell",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,great thoghts stop our tears,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"Sorrowe vnseene, vnpittied inward wears.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"Cannot heauen, virtue, against weake chance defend?",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Vangue,Male,VVere it as deep as thoght off it should thus,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,My safety with that draught.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Vangue,Male,"Close the vaults mouth least we do slip in drinke,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,"there lye Syphax bride, a naked man is soone vndrest;",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,Straight for the King: I flye VVhere misery shall see nought but it selfe.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Sophonisba,Female,my breath Scornes to craue life,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"O silence thou dost swallow pleasure right,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,Wordes take avvay some sense from our delight;,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"be proud my Uenus,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"Mercury thy tong,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"Cupid thy flame, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"O Hercules, Let not thy backe be wanting",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,for now I leape To catch the fruite none but the Gods should reap,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,can any woman turne to such a Diuell?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"Sleepe, there thy lasting sleep, Improuident, base, o're-thirsty slaue.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,a kings couch is thy too proud graue.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"I'le vse this Zanthia, And trust her as our dogs drink dangerous Nile, only for thirst, the Flie the Crocodile:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,"Without much hindrance, pleasure hath no hart;",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 1 ",Syphax,Male,Seauen waled Babell cannot bear out lust,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,Let not the virtue of the world suspect Sad Massinissas faith,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Carthage first gaue me life,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,hir aire first lent me breath,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"It is a happy being, breath well fam'd, For which Ioue sees these thus; ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Men, be not foold With piety to place: tradition's feare, A iust mans contry Ioue makes euery where.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,"A Citie so ingrate, so faithlesse, so more vile Then ciuill speach may name,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,such vice To scourge is heauens most gratefull sacrifice.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,barborousnes itselfe may well blush at them,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,"statue, not man!",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,thy freind Gelosso (man worth Gods),,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"he that can weepe, Greeues not, like me, priuate deepe inward drops Of bloud: my heart",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Thy face makes Massinissa more then man,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,here before your steddy power a vow As firme as fate I make,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,I haue giuen Of passion and of faith my heart.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,"Greefe fits weake hearts,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Libea hath poyson, aspes, kniues, & too much earth To make one graue,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Lelius & Massinissa,Male,"And yet she is no god. -And yet she's more,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,but faint man (Framd to haue his weaknes made the heauens glory),,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"If he with steddy vertue holdes all seidge […] A world of greatnes can assaile him with,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Hauing no pay but selfe wept miserie, And beggars treasure heapt,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"You toucht a string to which my sense was quick,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,my greefe Would make a Saint blaspheme,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"such woes Ioues ribs would burst,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,can once vnwind His tangled sense from out so vilde amaze,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,Fall we like suddeine lightning fore his eyes;,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,shall this arme Once make him feele his sin?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",Massinissa,Male,"Iustice is so huge odds That he who with it feares, Heauen must renounce In his creation.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,"Before the morne shall shake cold dewes through skyes, Syphax shall tremble at Romes thicke allarmes.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 3, S 2",scipio,Male,"Yee powres, I challenge conquest to just armes.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"the huge longe vaultes close vaine, What dumps it breathd? ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"Loues winges so justly heaue The body vp, that as our toes shall trip Ouer the tender and obedient grasse, Scarse any drop of dew is dasht to ground.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,And see the willing shade of friendly night Makes safe our instant haste,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"How all be numd's my sense, Chaunce hath so often struck I scarce ca? feele",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,stampe the patient earth,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"cleaue my streachd cheeks with sound, speake from all sense, But loud and full of players eloquence",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"O happinesse, Of those that know not pride or lust of citty,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Sophonisba,Female,"You liue, that know not death before you die,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"thing of false lip,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"despight thy vertue, know I'le thredd thy richest pearle",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"this forrests deafe, As is my lust:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Night and the God of scilence, Swels my full pleasures",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Queene of our youthfull bed be proud,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"this good steele, Shall set my soule on wing.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Without resistance, thy trunke prostitute, Vnto our appetite.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Womans forced vse, Like vnripe fruites, no sooner got but waste, They haue proportion, colour but no taste,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"the heauen of thy bed,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Zanthia & Syphax,Male,"when two foes are growne friends, Partakers bleed.  -When Plants must florish Their manure must rot.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,A wasting flame feedes on my amorous bloud Which wee must coole or dye,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Infernall Ioue, You resolute Angels that delight in flames, To you all wonder working spirites I flie ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Since heauen helpes not, deepest hell weele trie.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"A heauy hell-like palenes loades hir cheekes, Vnknowne to a cleare heauen",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,but if darke windes Or thick black cloudes driue back the blinded stars,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"To her first sound, the Gods yeeld any harme, As trembling once to heare a second charme,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"the beastes of death,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"the King of flames grows pale,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"my breathe's: ""You [the gods] must"".",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"mother of all high Misterious science,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"our loue, hard by the reuere?t ruines Of a once glorious temple rearde to Ioue,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"Whose [the temple's] very rubbish (like the pittied fall, Of Vertue much vnfortunate) yet beares, A deathlesse Maiesty",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female," there the daw and crow, The ill voic'de Rauen, and still chattering Pie: Send out vngratefull sound, and loathsome filth,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"Boyes with blacke coales, draw the vaild parts of nature, And leacherous actions of imaginde lust,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"There once a Charnel house, now a vast caue, Ouer whose brow a pale and vntrod groue Throwes out her heauy shade,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"the mouth thick armes Of darksom Ewe, (Sun proofe) for euer choake",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,"Within rests barren darknesse, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,[Within] fruitlesse drought Pines in eternal Night,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,The steame of Hell Yeeldes not so lasie ayre:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Erichto,Female,Loue is the highest rebell to our art.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,at length shalls joy Hopes more desired then Heauen?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Sweet laboring Earth Let Heauen be vnform'd with mighty charmes,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Jove weele not enuie thee:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Bloud's appetite Is Syphax God:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,now rise jnfernall tones The depe fetch'd grones Of laboring spirits that attend Erichtho.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Now cracke the trembling earth and send Shreekes that portend Affrightment to the Gods which heare Erichtho.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,now softer melody strikes mute Disquiet nature,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,O thou power of sound How thou dost melt me. ,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,euen Heauen Giues vp his soule amongst vs,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Prepare my appetite for loues strict gripes,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,O you dear founts of pleasure Bloud and Beauty Rayse actiue venus worth fruition Of such prouoking sweetnesse.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Now Hell and Heauen ringes With Musique spight of Phoebus,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,Fury of blouds impatient,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Erichtho, Boue thunder sit;",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 4, S 1",Syphax,Male,"Sophonisba, thy flame But equall mine, and weele ioy such delight That Gods shall not admire, but euen spight.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,Thou rotten scum of Hell,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,O my abhorred heat!,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,could thy weake soule imagin That t'is within the graspe of Heauen or Hell To inforce loue?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,"Loue doates the Fates, ",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,Ioue groanes beneath his waight,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,"Erichtho, with a thirsty womb Haue coueted full threescore Suns for bloud of kings,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,We that can make inraged Neptune tosse His huge curld lockes without one breath of wind:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,We that can make Heauen slide from Atlas shoulder:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,"dost thou think, if Philters or Hels charmes Could haue inforc'd thy vse, we would hau'dam'd Braine sleightes?",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Erichto,Female,thy proud heat well wasted Hath made our limbs grow young:,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,Can we yet breath? is any plagued like me?,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"my hate To thee, thy thunder, sulphure and scorn'd name.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"O thou whose blasting flames Hurle barren droughts vpon the patient earth,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"thou gay God of riddles and strange tales Hot-brained Phebus, all adde if you can Something vnto my misery;",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"if aught Of plagues lurk in your deepe trench'd browes Which yet I know not: let them fall like boltes Which wrathfull Ioue driues strong in to my bosom,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"Heape curse on curse, we can no lower fall.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,Our flesh knowes not ignoble tremblinges,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,me thinkes Hell and fate Should dread a soule with woes made desperate.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Asdrubal,Male,"Father to Sophonisba, whose bad heart Made justly most vnfortunate:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Asdrubal,Male,"straight my reuengefull fury [Furies] Makes them persue me,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Asdrubal,Male,hop'd my bones should haue long rest.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Nuntius,Male,"full ten thousand horse Fresh and well-rid strong Massinissa leades, As wings to Roman legions that march swift",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,the shame of slaues bee feare.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"Vp heart, hold sword",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 1",Syphax,Male,"though waues roule thee on shelfe, Though fortune leaue thee leaue not thou thy selfe.",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"Thou beyonde epithete, thou whom proude Lords of fortune May euen enuye:",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,my ioyes so vaste Makes me seeme lost,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,let vs thunder and lightning Strike from our braue armes,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"From thence discerne vs strike Fyer worth Ioue,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"my cause, is my bold hartning ods, That seeuen fold shield,",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,just armes should fright the Gods,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,to Scipio state Worthy his heart.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"if I fall Through this dayes malice, or our fathers sinnes",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,saue my heart that neuer fell nor's sued To aught but Ioue and Sophonisba.,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,"Sound, Sterne hartners vnto woundes and blood",,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,my stars as I am worthy you I implore aide,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,if angels waite Vpon good harts ,,,,,,,
"The Wonder of Women, or Sophonisba",Tragedy,1605,John Marston,"A 5, S 2",Massinissa,Male,my Genius bee as strong As I am iust.,,,,,,,
