Play,Genre,Year,Playwright,Act & Scene,Character ,Gender ,Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,"we must like obsequious Parasites, Follow their faces, winde about their persons, For lookes and answers: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,"be cast behinde, No more viewd then the wallet of their faults.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Soissons,Male,"he [the king] hath proofes So pregnant, and so horride, that to heare them, Would make your valure in your very lookes, Giue vp your forces, miserably guilty:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Soissons,Male,"The full discouragement of all that liue, To trust or fauour any gifts in Nature)",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Soissons,Male,"T'expose them [your forces] to the light; when darknesse may Couer her owne broode, and keepe still in day, Nothing of you but that may brooke her brightnesse:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Soissons,Male,"You know what horrors these high strokes do bring, Raisd in the arme of an incensed King.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,spotlesse loyaltie;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"the malignant enuies of my foes, Who poure me out in such a Stygian flood, To drowne me in my selfe, since their deserts Are farre from such a deluge; and in me Hid like so many riuers in the Sea.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,not one of them will cast a glaunce At our eclipsed faces;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,They keepe all to cast in admiration on the King: For from his face are all their faces moulded.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,"But when a change comes; we shall see them all Chang'd into water, that will instantly Giue looke for looke, as if it watcht to greete vs;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,"they'l giue vs twenty faces, Like to the little specks on sides of glasses;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"Is't not an easie losse to lose theyr lookes, Whose hearts so soone are melted?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"They [the courtiers] sell theyr looks, and shadowes; which they rate After theyr markets, kept beneath the State;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,Lord what foule weather theyr aspects do threaten?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,See in how graue a Brake he sets his vizard:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,Courtship goes a ditching in theyr fore-heads; And we are falne into those dismall ditches;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"Why euen thus dreadfully would they be rapt, If the Kings butterd egges, were onely spilt.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",D'Auvergne,Male,He [the king] cast no Beame on you;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,From whence theyr countenances were copyed.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Captain,Male,"I would your daggers point had kist my heart, When you resolu'd to come.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Captain,Male,that sencelesse Apopelxy dull you?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Captain,Male,"The diuell or your wicked angell blinds you, Bereauing all your reason of a man And leaues you but the spirit of a horse, In your brute nostrills: onely powre to dare.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"the Lion, Serues not the Lion; nor the horse the horse, As man serues man:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"when men shew most their spirrits, In valure and their vtmost dares to do; They are compard to Lions, Woolues, and Bores,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 1",Byron,Male,"To show my apprehendor, he shall vse, Power of tenne Lions if I get not loose.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Chancellor,Male,"You haue in loue and care of his recouery Beene halfe in labour to produce a course,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Ianin,Male,"Begin at th' end my Lord and execute, Like Alexander with Parmenio.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Ianin,Male,"The great Mother, Of all productions (graue Necessity) Commands the variation:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Ianin,Male,"the profit, So certenly fore-seene, commends the example.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"the deuilish heads of treason, But there confederates be they nere so dreadfull.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Vytri,Male,saue the opening of too many veines Is vain and dangerous.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"the weight of blood, Euen in the basest subiect, doth exact Deepe consultation, in the highest King;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"For in one subiect, deaths vniust affrights, Passions, and paines, (though he be n'ere so poore) Aske more remorse, then the voluptuous spleenes Of all Kings in the world, deserue respect;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,Hee should be borne grey-headed that will beare The sword of Empire;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"Iudgement of the life, Free state, and reputation of a man, (If it be iust and worthy) dwells so darke That it denies accesse to Sunne and Moone;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"The soules eye sharpned with that sacred light, Of whome the Sunne it selfe is but a beame, Must onely giue that iudgement;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"Erre those Kings then, that play with life and death,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"whose [kingdoms] huge counterpoise In cares and dangers, could a foole comprise, He would not be a King but would be wise;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,This houre shall take vpon her shady winges His latest liberty and life to Hell.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"A good safe fight [chess] beleeue me; Other warre Thirsts blood, and wounds, and his thirst quencht, is thankles;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"Tis right the end of lifting, When men are lifted to their highest pitch, They cut of those that lifted them so high.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"Who [the king of Spain] was indeed the worthy King of hearts, And had, both of his subiects hearts, and strangers, Much more then all the Kings of Christendome.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"as the little, yet great Macedon, Was sayd with his humane philosophy, […] So he [King of Spain], with his diuine Philosophy, [...] In Turky, India, and through all the world, Expell'd prophane idolatry; and from earth, Raisd temples to the highest: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"To which end [to make all nations one public weal] he made all his matchles subiects Make tents their castles, and their garisons;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"A worke shall now be done, Which, while learnd Atlas shall with starres be crownd, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"[work] While th' Ocean walkes in stormes his wauy round, [blessed realm and me beloved]",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"[work] While Moones at full, repaire their broken rings: [blessed realm and me beloved]",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"[work] While Lucifer fore-shewes Auroras springs, [blessed realm and me beloved]",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"[work] Arctos stickes aboue the Earth vnmou'd, Shall make my realme be blest, and me beloued;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"draw a mortall iustice on your heads, That hangs so blacke and is so loth to strike?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"one Stronge Barre, Betwixt his will, and duty were dissolud.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",D'Auvergne,Male,"if I could vtter any thought, Instructed with disloyalty to you, And might light any safty to my friend; Though mine owne heart came after it should out;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"To cast vp rampiers to you in the sea, And striue to stop the waues that runne before you,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"This nayle is driuen already past the head,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"yeeld my Inocence iustice, (But with my single valure) gainst them all, That thus haue poisoned your opinion of me,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"He that shall hould his peace being chardgd to speake: Doth all the peace and nerues of Empire breake Which on your conscience lie,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"Aske life, and to desert of death ye yeeld; Where Medicins loath, it yrcks men to be heald,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"My sword, that all the warres within the length, Breadth and the whole dimensions of great France, Hath sheathd betwixt his hilt and horrid point?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,And [my sword] fixt ye all in such a florishing Peace?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,Lend something to this poore forsaken hand;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,No Leper is so buried quicke in vlcers As thy corrupted soule:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"Thy worthy Father, and thy selfe, combinde, And armed in all the merits of your valors; […] Neuer were bristeld with so many battayles Nor on the foe haue broke such woods of Launces As grew vpon my thigh; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Henry,Male,"where enuy And arrogance, their opposit Bulwarke raise; Men are allowd to vse their proper praise;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,That euer the intelligensing lights Betraid me to mens whorish fellowships; To Princes Moorish slaueries;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"To be made The Anuille, on which onely blowes, and woundes Were made the seed, and wombs of others honors;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"A property for a Tyrant, to set vp, And puffe downe, with the vapour of his breath;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"take away my sword; A proper point of force; ye had as good, Haue rob'd me of my soule;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"Slaues of my Starrs, Partiall and bloody; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Byron,Male,"that in mine eyes Were all the Sorcerous poyson of my woes, That I might witch ye headlong from your height, And trample ou't, your excrable light.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Espernon,Male,"An exhalation that would be a Starre Fall when the Sunne forsooke it, in a sincke.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Espernon,Male,"Shooes euer ouerthrow that are too large, And hugest canons, burst with ouercharge.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Vytri,Male,"he beares his crosse, with his small strength, On easier shoulders then the other Atlas.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Espernon,Male,"All popular gifts, Are coullors, it will beare no vineger;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 4, S 2",Espernon,Male,"to aduerse affaires, betray Thine arme against them; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"whose hand was strong, In thrusting on Byrons conspiracie",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"caus'd these cunning forces to aduance, With coullor onely to set downe in Flanders;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"his false Partizans in Bresse, And friendes in Burgondie; to giue them hart For the full taking of their hearts from me;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Spanish Ambassador,Male,I would beseech Your highnes hearty thought;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Spanish Ambassador,Male,"his true hand, (Held in your vowd amities) hath not toucht, At any least point in Byrons offence;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"But where, deedes, pull downe, Words, may repaire, no faith; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"If because We sit aboue the danger of the lawes, We likewise lift our Armes aboue their iustice; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"that our heauenly Soueraigne, bounds not vs In those religious confines; out of which Our iustice and our true lawes are inform'd;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"the rapes Made of humanitie and religion, In all mens more then Pagan liberties, Atheismes, and slaveries, will deriue their springs From their base Presidents, copied out of kings.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Ianin,Male,"tis a blow giuen to religion,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Ianin,Male,"glorious title, Then to be call'd t the scourge of Hugenots.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Soissons,Male,"To breake the feared Iauelins, both together.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"Such shut their eyes to truth, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"we can but set His lights before them, and his trumpet sound Close to their eares; ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"their partiall wilfulnesse, In resting blinde, and deafe, or in peruerting, What their most certaine sences apprehend, Shall naught discomfort our impartiall Iustice.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Henry,Male,"The subiect of their oppositions, Who euer-more slack their allegiance, As kings forbeare their pennance;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"the Duke Byron, Enterd his prison, as into his graue,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"Furie hath arm'd his thoughts so thick with thornes, That rest can haue no entry",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"he disdaines To grace the prison with the slendrest show, Of any patience,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"That patience therein, is a willing slauerie. And (like the Cammell) stoopes to take the load:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"as a Byrde, Enterd a Closet, which vnwares is made His desperate prison (being pursude) amazd, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"wrathfull [the bird] beates his breast from wall to wall, Assaults the light, strikes downe himselfe,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"[the bird] being taken, struggles, gaspes, and bites, Takes all his takers strokings, to be strokes,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"[the bird] Abhorreth food, and with a sauadge will, Frets, pines, and dyes, for former libertie.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"when the strength Of these dumbe rages breake out unto sounds, He breaths defiance to the world, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"bids vs, Make our selues drunke, with the remaining bloud Of fiue and thirty wounds receiud in fight,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"in his lookes He cements all: and prints a world of bookes,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"Let others learne by him to curb their spleenes,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"I am setled in my Sunne of height, The circulare splendor, and full Sphere of State Take all place vp from enuy: ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 1",Vytri,Male,"as the sunne, At height, and passiue ore the crownes of men, His beames diffusd, and downe-right pourd on them, Cast but a little or no shade at all, So he that is aduanc'd aboue the heads, Of all his Emulators, with high light, Preuents their enuies, and depriues them quite.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Potiers,Male,"Time and his Iudgment, Haue cast his passion and his feuer of.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Fleury,Male,"His feuer may be past, but for his passions, I feare me we shall find it spic'd to hotly, With his ould powder.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Chancellor,Male,"your hand, Was chiefe in his discouery;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Harlay,Male,The Court I thinke will shake with his distemper.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"These Scarlet robes, that come to sit and fight Against my life; dismay my valure more, Then all the bloudy Cassocks Spaine hath brought To field against it.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,To rack my furious humor into bloud.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"can all the world, Make him a treacher?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",La Fin,Male,"so much more: as had the prisoner liues As many as his yeares, would make all forfaite.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"O all yee vertuous powers, in earth and heauen, That haue not put on hellish flesh and blood, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"From whence these monstrous issues are produc'd, That cannot beare in execrable concord, And one prodigious subiect, contraries;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Nor (as the Isle that of the world admirde) Is seuerd from the world) can cut your selues From the consent and sacred hermonie Of life, yet liue; of honor, yet be honord;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"As this extrauagant, and errant roge, From all your faire Decorums, and iust lawes, Findes powre to doe: and like a lothesome wen, Sticks to the face of nature, and this Court;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"[who?] Thicken this ayre, and turne your plaguie rage, Into a shape as dismall as his sinne.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,with some equall horror teare him of From sight and memory:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"let not such a court, […] so crack her royall Trumpe, As to sound through it, that here vanted iustice Was got in such an incest:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"let me draw Poison into me with this cursed ayre, If he bewitcht me, and transformd me not;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"He bit me by the eare, and made me drinke Enchanted waters",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"let me see an Image That vtterd these distinct words; Thou shalt dye, O wicked King; and if the diuill gaue him Such powre vpon an Image; vpon me How might he tyrannize?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"that by his vowes And othes so Stygian, had my Nerues and will, In more awe then his owne?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"[man] So roundly sighted, but he may be found, To haue a blinde side, which by craft, persude, Confederacie, and simply trusted treason, May wrest him past his Angell, and his reason?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Chancellor,Male,Witchcraft can neuer taint an honest minde.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Harlay,Male,"True gold, will any triall stand, vntoucht.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Potiers,Male,"For coulours that will staine when they are tryed, The cloth it selfe is euer cast aside.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Some-times, the very Glosse in any thing, Will seeme a staine; the fault not in the light, Nor in the guilty obiect, but our sight.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"My glosse, raisd from the richnesse of my stuffe, Had too much splendor for the Owly eye, Of politique and thanklesse royaltie:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,a plurisie Of that blood in me is the cause I dye.,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Vertue in great men must be small and sleight: For poore starres rule, where she is exquisite,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"seeing hands, cut corosiues from your sight.",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"A Lord intelligencer, hangman-like?",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Thrust him from humaine fellowship, to the deserts, ",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,Blowe him with curses;,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,shall your iustice call Treacherie her Father?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,would you wish her [Justice] weigh My valure with the hisse of such a viper?,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"My enuious starres cannot deny me this, That I may make my Iudges witnesses;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"This body gasht with fiue and thirty wounds, Whose life and death you haue in your award, Holds not a veine that hath not opened beene, And which I would not open yet againe, For you and yours;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,my choller hath transferd My tender spleene to all intemperate speech:,,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"to reconcile and knit, In one desire so many wills disioynde,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"My acts ask'd many men, though done by one. And I were but one, I stood for thousands, And still I hold my worth, though not my place:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"Of all the Earths globe, by powre and his aduice, The round-eyd Ocean saw him victor thrice:",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"And what shall let me (but your cruell doome,) To adde as much to France, as he to Rome,",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"to leaue Iustice neither Sword nor word, To vse against my life;",,,,,,,
"The Tragedy of Charles, Duke of Byron",Tragedy,1608,George Chapman,"A 5, S 2",Byron,Male,"what with one victorious hand I tooke, I gaue to all your vses, with another:",,,,,,,
