Play,Genre,Year,Playwright,Act & Scene,Character - Speaker,Gender ,Fragment,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,There 's nothing serious in mortality: All is but toys:,privation,mental faculty & state,life,games & sport,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,renown and grace is dead;,recognition,religion,death,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"The wine of life is drawn, and the mere lees Is left this vault to brag of.",food,life,consumption,preservation,architecture,language,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"The spring, the head, the fountain of your blood Is stopp'd;",nature,anatomy,hindrance,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"The expedition of my violent love Outran the pauser, reason. ",speed,violence,emotions,movement,mental faculty & state,hindrance,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,His silver skin laced with his golden blood;,economics ,anatomy,clothes,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,his gash'd stabs look'd like a breach in nature For ruin's wasteful entrance: ,injuries,nature,destruction,spatial,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"the murderers, Steep'd in the colours of their trade,",violence,cleaning,colors,economics,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,"who could refrain, That had a heart to love, and in that heart Courage to make 's love known",resistance,anatomy,emotions,character traits & nature,recognition,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MALCOLM,Male,"we hold our tongues, ",hindrance,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",DONALBAIN,Male,"our fate, Hid in an auger-hole, may rush, and seize us",mystical,concealment,hunting,spatial ,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",DONALBAIN,Male,Our tears are not yet brew'd.,anatomy,food,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MALCOLM,Male,nor our strong sorrow Upon the foot of motion.,emotions,anatomy,movement,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",BANQUO,Male,"when we have our naked frailties hid, ",clothes ,character traits & nature,concealment,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",BANQUO,Male,"In the great hand of God I stand, and thence Against the undivulged pretence I fight Of treasonous malice.",anatomy,religion,physical activities,deception,violence,politics,ethics
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MACBETH,Male,Let's briefly put on manly readiness,clothes,men,mental faculty & state,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",DONALBAIN,Male,There's daggers in men's smiles:,weapons,facial expressions,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MALCOLM,Male,"This murderous shaft that's shot Hath not yet lighted, and our safest way Is to avoid the aim.",violence,weaons,hunting,danger,spatial ,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S3",MALCOLM,Male,"there's warrant in that theft Which steals itself, when there's no mercy left. ",judiciary,economics ,privation,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"the heavens, as troubled with man's act, Threaten his bloody stage:",religion,suffering,humanity,danger,theatre,violence,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,dark night strangles the travelling lamp:,darkness,violence,geography,light,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"Is't night's predominance, or the day's shame,  ",darkness,astrology,light,emotions,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"darkness does the face of earth entomb, ",darkness,anatomy,nature,death,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,When living light should kiss it?,life ,light,affection,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",Old Man,Male,"unnatural, Even like the deed [murder] that's done.",nature,violence,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"[horses] Contending 'gainst obedience, as they would make War with mankind.",equestrian ,violence,devotion,military,humanity,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",ROSS,Male,"Thriftless ambition, that wilt raven up Thine own life's means!",economics,character traits & nature,food,life,,,
Macbeth,Tragedy,1606,William Shakespeare,"A2, S4",MACDUFF,Male,Lest our [regime] old robes sit easier than our new!,politics,clothes ,feelings,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,Thou play'dst most foully for't [kingship]:,games & sport,ethics,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,myself should be the root and father Of many kings.,nature,familial,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,"If there come truth from them [witches] As upon thee, Macbeth, their speeches shine",language ,mystical,light,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",LADY MACBETH,Female,"If he had been forgotten, It had been as a gap in our great feast, And all-thing unbecoming.",mental faculty & state,spatial ,food,etiqeutte,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,my duties Are with a most indissoluble tie For ever knit.,devotion,clothes,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,I must become a borrower of the night For a dark hour or twain.,economics,darkness,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",BANQUO,Male,our time does call upon 's.,time,commands,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Let every man be master of his time,men,social status,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,To be thus [king] is nothing;,politics,privation,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Our fears in Banquo Stick deep;,emotions,violence,spatial ,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"My Genius is rebuked; as, it is said, Mark Antony's was by Caesar. ",mystical,etiquette,historical,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,prophet-like They [witches] hail'd him,religion,mystical,greeting,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"Upon my head they placed a fruitless crown, put a barren sceptre in my gripe, Thence to be wrenched with an unlineal hand, No son of mine succeeding.",anatomy,agriculture,politics,reproduction,violence,familial,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,For Banquo's [enemy] issue have I filed my mind;,social relations,familial,cleaning,mental faculty & state,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Put rancours in the vessel of my peace only for them [Banquo's [enemy] issue],feelings,food,politics,social relations,familial,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"mine eternal jewel Given to the common enemy of man [devil], ",time,economics,social relations,humanity,religion,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"come fate into the list, And champion me to th'utterance!",mystical,games & sport,social relations,death,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"you were borne in hand, how cross'd;",labor,anatomy,deception,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,heavy hand hath bowed you to the grave and beggar'd yours for ever,weight,anatomy,social relations,death,economics,time,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"in the catalogue ye go for men; As hounds and greyhounds, mongrels, spaniels, curs, Shoughs, water-rugs and demi-wolves, are clept All by the name of dogs",language,men,animals,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,every one [character trait] According to the gift which bounteous nature Hath in him closed;,character traits & nature,economics,ethics,nature,spatial,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"I will put that business in your bosoms, ",labor,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"Grapples you to the heart and love of us,",adhesion,anatomy,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"Who wear our health but sickly in his life, ",clothes,medicine,life,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Which in his death were perfect [health].,death,medicine,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"tugg'd with fortune, ",violence,mystical,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,every minute of his being thrusts Against my near'st of life:,time,violence,spatial ,life,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Masking the business from the common eye ,concealment,labor,social status,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,Your spirits shine through you.,religion,light,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"I require a clearness: and with him, To leave no rubs nor botches in the work,",judiciary,preservation,hindrance,labor,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,must embrace the fate Of that dark hour.,affection,mystical,darkness,time,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S1",MACBETH,Male,"thy soul's flight, If it find heaven, must find it out tonight.",religion,animals,discovering,darkness,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",LADY MACBETH,Female,"Of sorriest fancies your companions making, Using those thoughts which should indeed have died With them they think on?",mental faculty & state,social relations,death,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"We have scortch'd the snake,",violence,animals,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,our poor malice Remains in danger of her [snake] former tooth.,violence,danger,animals,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"better be with the dead, Whom we, to gain our peace, have sent to peace, Than on the torture of the mind to lie In restless ecstasy.",death,feelings,violence,mental faculty & state,sleep,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,Duncan is in his grave; After life's fitful fever he sleeps well;,death,medicine,life,sleep,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"Present him eminence, both with eye and tongue:",appearance,recognition,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"We Must lave our honours in these flattering streams, ",cleaning,social status,recognition,nature,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"And make our faces vizards to our hearts, Disguising what they are.",anatomy,theatre,concealment,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"full of scorpions is my mind, ",animals,mental faculty & state,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",LADY MACBETH,Female,nature's copy's not eterne.,nature,judiciary,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"The shard-born beetle with his drowsy hums Hath rung night's yawning peal,",anatomy,reproduction,animals,sleep,sounds,darkness,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,"seeling night, Scarf up the tender eye of pitiful day",concealment,darkness,anatomy,character traits & nature,time,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,with thy [the night's] bloody and invisible hand Cancel and tear to pieces that great bond Which keeps me pale! ,darkness,violence,appearance,anatomy,judiciary,preservation,medicine
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male,Good things of day begin to droop and drowse;,ethics,light,sleep,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S2",MACBETH,Male, night's black agents to their preys do rouse.,darkness,colors,social relations,hunting,sleep,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S3",BANQUO,Male,[murderer] O slave!,violence,social status,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,the hearty welcome.,anatomy,greeting,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,play the humble host.,theatre,character traits & nature,social relations,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,my heart speaks they are welcome.,anatomy,language,greeting,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,they encounter thee with their hearts' thanks.,social relations,anatomy,recognition,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Then comes my fit again: I had else been perfect, Whole as the marble, founded as the rock,  As broad and general as the casing air:",medicine,character traits & nature,materials,danger,nature,spatial,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"I am cabined, cribbed, confined, bound in To saucy doubts and fears.",incarceration,derision,mental faculty & state,emotions,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"There the grown serpent lies; the worm that's fled Hath nature that in time will venom breed, ",animals,death,danger,character traits & nature,time,violence,reproduction
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,[the worm has] No teeth for the present. ,animals,anatomy,time,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,"the feast is sold That is not often vouch'd, ",food,economics ,etiquette,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,"From thence, the sauce to meat is ceremony; ",food,etiquette,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male," good digestion wait on appetite, And health on both!",food,social relations,medicine,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"had we now our country's honour roof'd, ",politics,social status,architecture,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,The fit is momentary; upon a thought He will again be well: ,medicine,time,mental faculty & state,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,This [imagining] is the very painting of your fear: ,mental faculty & state,art,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,This [imagining] is the air-drawn dagger ,mental faculty & state,nature,weapons,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,"these flaws and starts, Imposters to true fear, ",nature,emotions,deception,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,"[these flaws and starts] would well become A woman's story at a winter's fire, Authorized by her grandam.",nature,emotions,etiquette,women,language,domestic,life's cycle
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"If charnel-houses and our graves must send Those that we bury back,  our monuments Shall be the maws of kites.",death,architecture,anatomy,animals,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,quite unmanned in folly,men,mental faculty & state,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Blood hath been shed ere now, i' the olden time, Ere humane statute purged the gentle weal;",anatomy,violence,time,humanity,judiciary,medicine,politics
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,murders have been perform'd Too terrible for the ear:,violence,emotions,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"I have a strange infirmity, which is nothing",mental faculty & state,medicine,privation,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,let the earth hide thee [ghost]!,nature,concealment,mystical,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Approach thou [ghost] like the rugged Russian bear, The arm'd rhinoceros, or the Hyrcan tiger;",movement,mystical,ethnicity,animals,weapons,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,my firm nerves Shall never tremble:,anatomy,time,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"If trembling I inhabit then, protest me The baby of a girl.",emotions,accommodation,language,life's cycle,women,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"shadow! Unreal mockery, hence! [Ghost]",darkness,derision,mystical,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Can such things [ghosts] be, and overcome us like a summer's cloud,",mystical,violence,nature,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"It [murder] will have blood; they say, blood will have blood",violence,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,The secret'st man of blood. ,concealment,men,anatomy,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"I am in blood Stepped in so far, that should I wade no more, Returning were as tedious as go o'er:",anatomy,movement,spatial ,consumption,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",MACBETH,Male,"Strange things I have in head, that will to hand, Which must be acted ere they may be scanned.",mental faculty & state,anatomy,physical activities,time,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S4",LADY MACBETH,Female,"You lack the season of all natures, sleep.",privation,food,character traits & nature,sleep,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S5",HECATE,Female,To trade and traffic with Macbeth In riddles and affairs of death;,economics,mystical,death,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S5",HECATE,Female,security Is mortals' chiefest enemy.,danger,life,social relations,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,"the two delinquents tear, That were the slaves of drink and thralls of sleep?",judiciary,violence,social status,food,sleep,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,twould have anger'd any heart alive To hear the men deny't [murder],emotions,anatomy,life,sensations,judiciary,violence,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",Lord,Male,the malevolence of fortune nothing Takes from his high respect:,ethics,mystical,privation,devotion,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",Lord,Male,"upon his [king's] aid to wake Northumberland,",politics,assistance,sleep,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",Lord,Male,"Free from our feasts and banquets bloody knives,",social relations,food,violence,weapons,,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,our suffering country Under a hand accursed!,suffering,politics,spatial,anatomy,religion,,
Macbeth,Tragedy,1606,William Shakespeare,"A3, S6",LENNOX,Male,You'll rue the time That clogs me with this answer.',emotions,time,hindrance,language,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",Second Witch,Female,"a charm of powerful trouble, Like a hell-broth boil",mystical,suffering,religion,food,temperature,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",HECATE,Female,I commend your pains; ,recognition,suffering,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",HECATE,Female,"about the cauldron sing, Like elves and fairies in a ring,",food,music,mystical,spatial,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,untie the winds and let them fight Against the churches; ,games & sport,nature,violence,religion,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,the yeasty waves Confound and swallow navigation up;,food,nature,mental faculty & state,nautical,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,though the treasure Of nature's germens tumble all together even till destruction sicken; ,economics,nature,reproduction,destruction,medicine,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Had I three ears, I'd hear thee [apparition].",quantities,anatomy,sensations,mystical,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"I'll make assurance double sure, And take a bond of fate:",feelings,quantities,judiciary,mystical,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"I may tell pale-hearted fear it lies, And sleep in spite of thunder.",language,medicine,anatomy,emotions,sleep,resistance,nature
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",Third Apparition,It,"Be lion-mettled, proud, and take no care Who chafes, who frets, or where conspirers are:",animals,character traits & nature,feelings,fire,language,politics,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Rebellion's head, rise never",social unrest,anatomy,physical activities,time,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Macbeth Shall live the lease of nature, ",life,judiciary,nature,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,pay his breath To time and mortal custom.,economics,breathing,time,life,etiquette,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,my heart Throbs to know,anatomy,violence,mental faculty & state,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",ALL Witches,Female,"Show his eyes, and grieve his heart; ",discovering,anatomy,emotions,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",ALL Witches,Female,"Come [apparitions] like shadows, so depart!",movement,mystical,darkness,privation,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Thy crown does sear mine eye-balls. And thy hair, Thou other gold-bound brow, is like the first [heir].",politics,violence,anatomy,materials,familial,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,the line stretch out to the crack of doom,spatial,nature,religion,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",First Witch,Female,Our duties did his welcome pay.,devotion,etiquette,economics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,this pernicious hour Stand aye accursed in the calendar!,destruction,time,religion,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,Infected be the air whereon they [witches] ride;,medicine,nature,mystical,equestrian,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"Time, thou anticipatest my dread exploits [murders]:",time,mental faculty & state,violence,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,The flighty purpose never is o'ertook Unless the deed go with it;,animals,mental faculty & state,time,hunting,physical activities,social relations,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,The very firstlings of my heart shall be The firstlings of my hand. ,familial,anatomy,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,"To crown my thoughts with acts, ",politics,mental faculty & state,physical activities,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,boasting like a fool;,language,mental faculty & state,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S1",MACBETH,Male,This deed [murder] I'll do before this purpose cool.,violence,mental faculty & state,temperature,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,He loves us not; He wants the natural touch: ,emotions,privation,sensations,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"the poor wren, The most diminutive of birds, will fight, Her young ones in her nest, against the owl.",animals,size,violence,life's cycle,accomodation,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",ROSS,Male,The fits o'th' season.,medicine,time,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",ROSS,Male,"when we hold rumour From what we fear, yet know not what we fear, But float upon a wild and violent sea",language,emotions,mental faculty & state,nautical,violence,nature,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",ROSS,Male,"Things at the worst will cease, or else climb upward To what they were before. ",suffering,hindrance,physical activity,spatial,time,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",Son,Male,"[live] As birds do, ",life,animals,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"Poor bird! thou'ldst never fear the net nor lime, The pitfall nor the gin.",animals,time,emotions,hunting,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female, I can buy me twenty [husbands] at any market.,economics,quantities,matrimony,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",Son,Male,Then you'll buy 'em [husbands] to sell again.,economics,matrimony,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"thee [son], poor monkey!",familial,animals,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",LADY MACDUFF,Female,"Do I put up that womanly defence, To say I have done no harm?",judiciary,women ,language,violence,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S2",First Murderer,Male,you egg! Young fry of treachery!,animals,life's cycle,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,Weep our sad bosoms empty.,emotions,anatomy,privation,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male, like good men Bestride our down-fall'n birthdom: ,ethics,military,death,politics,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"new sorrows Strike heaven on the face, ",emotions,violence,religion,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,that it [sorrow] resounds As if it [heaven] felt with Scotland ,emotions,sounds,suffering,religion,politics,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,and [heaven] yell'd out Like syllable of dolour.,religion,sounds,language,suffering,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"what I can redress, As I shall find the time to friend, I will.",judiciary,discovering,time,social relations,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"This tyrant, whose sole name blisters our tongues,",politics,language,medicine,anatomy,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,offer up a weak poor innocent lamb To appease an angry god.,devotion,physical attributes,judiciary,animals,emotions,religion,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"Though all things foul would wear the brows of grace, Yet grace must still look so.",ethics,clothes,anatomy,religion,appearance,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,strong knots of love,clothes,emotions,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,"Bleed, bleed, poor country!",medicine,politics,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male,wear thou thy wrongs;,clothes ,ethics,,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MACDUFF,Male," the whole space that's in the tyrant's grasp, And the rich East to boot.",spatial,politics,adhesion,economics,geography,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,I think our country sinks beneath the yoke; ,politics,consumption,agriculture,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"It [our country] weeps, it bleeds; and each new day a gash Is added to her wounds:",politics,emotions,violence,time,injuries,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,hands uplifted in my right;,anatomy,spatial,politics,,,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"the particulars of vice so grafted That, when they shall be open'd, black Macbeth [king] Will seem as pure as snow,",ethics,agriculture,spatial,colors,politics,cleaning,nature
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"the poor state Esteem him [king] as a lamb, being compared With my confineless harms.",politics,animals,mental faculty & state,spatial,violence,,
Macbeth,Tragedy,1606,William Shakespeare,"A4, S3",MALCOLM,Male,"there's no bottom, none, In my voluptuousness: ",spatial,sexuality,,,,,
